covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),comorbidity_outcome
mi,-0.07579788444949115,0.9270035494590104,0.15066995266002925,-0.3711055652155034,0.21950979631652112,0.6899711007661862,1.2454660488755909,0.0,-0.503072332016464,0.6149134184620231,0.7015448056532928,retinopathy
drug_class_num,-0.0019302362739567595,0.9980716254340418,0.047625758300880144,-0.09527500728009136,0.09141453473217784,0.9091228846752673,1.095723126420217,0.0,-0.040529250196129435,0.9676711879093326,0.0474111880478651,depression
age_at_index,-0.00043672196088426364,0.9995633733882704,0.0028225314221973726,-0.005968781893623732,0.005095337971855204,0.9940489958968521,1.0051083412824187,0.0,-0.1547270501400727,0.8770365038721487,0.18929120334697583,depression
cci,-0.01923750798487067,0.9809463519816771,0.04033682401713131,-0.0982962303091783,0.05982121433943696,0.9063803666452248,1.061646722366402,0.0,-0.47692173227868345,0.6334178560681833,0.6587705573319402,depression
hypertension,0.09785640668442593,1.102804418395712,0.07567186283887703,-0.05045771912282794,0.2461705324916798,0.9507941282322363,1.2791176860697302,0.0,1.293167671751189,0.19595307412337776,2.351419888684859,depression
obesity,0.03626347708773945,1.036929017539921,0.08092448007358909,-0.12234558932412443,0.1948725434996033,0.8848425235276294,1.21515609707554,0.0,0.4481150457162415,0.6540701700551699,0.612482675432937,depression
ckd,-0.09454139188601635,0.9097900759195316,0.10605482964157449,-0.3024050383700333,0.11332225459800063,0.739038665243091,1.1199927976290753,0.0,-0.8914388171244134,0.3726938010255728,1.4239372718067551,depression
heart_failure,0.06878315560208573,1.0712038993971142,0.12208073557727472,-0.17049068933553038,0.30805700053970186,0.8432509408186372,1.360778551838435,0.0,0.5634235022981765,0.5731465371628408,0.803024052920383,depression
hyperlipidemia,0.1131872864476272,1.119841644473408,0.07740539553316463,-0.038524501006453035,0.2648990739017074,0.9622081293834215,1.3032994322137907,0.0,1.462266107782263,0.14366830222464158,2.799186302178496,depression
neuropathy,-0.015011433273023617,0.985100676613685,0.09367740566621481,-0.19861577454395304,0.1685929079979058,0.8198648457669414,1.1836381911910845,0.0,-0.16024603976023175,0.8726872634794401,0.19646335312977034,depression
retinopathy,0.040208583483738174,1.0410278927724692,0.10852393559860596,-0.17249442175007376,0.2529115887175501,0.841562983247329,1.2877694184557364,0.0,0.37050428794304313,0.7110067822156698,0.49206477326736164,depression
atrial_fibrillation,-0.07288133210671764,0.9297111503434958,0.13808992603156334,-0.3435326137563819,0.19776994954294658,0.7092603491229762,1.2186820032190429,0.0,-0.5277816724303197,0.597650879159449,0.7426251221510094,depression
sleep_apnea,-0.11874503038532701,0.8880341936352394,0.11363494414993519,-0.3414654283044205,0.10397536753376647,0.7107280382685102,1.1095731230564712,0.0,-1.0449693206048425,0.2960371491103505,1.7561498667548234,depression
nafld,-0.0844763260108874,0.9189934113593203,0.08905018026716353,-0.25901147215132736,0.09005882012955253,0.771814168623975,1.0942386450711843,0.0,-0.9486373386044374,0.34280509369394524,1.5445395484696274,depression
pvd,-0.0838708187688813,0.9195500370286844,0.1569393540035517,-0.39146630037282454,0.22372466283506193,0.676064833243639,1.2507266004985784,0.0,-0.5344154708766242,0.5930541176188129,0.7537643347064685,depression
stroke,-0.0014480052174586395,0.9985530426362693,0.15516030315743917,-0.30555661123635586,0.3026606008014386,0.7367131974040109,1.3534550249292476,0.0,-0.009332317532206463,0.9925539960061163,0.01078250633323025,depression
mi,0.12550949261240596,1.1337259309302838,0.1495928006687648,-0.16768700904485234,0.41870599426966426,0.8456184641999764,1.5199934023197674,0.0,0.8390075728999473,0.40146506002002336,1.3166536611405382,depression
drug_class_num,0.00014435219454385378,1.0001443626138233,0.049954388310014156,-0.0977644497628126,0.0980531541519003,0.906862490272436,1.1030214137180911,0.0,0.002889679954602028,0.9976943721873235,0.0033301583412711985,atrial_fibrillation
age_at_index,0.0013438020150080754,1.0013447053215123,0.0029636274979505666,-0.004464801144567588,0.007152405174583739,0.9955451512627136,1.0071780447161527,0.0,0.4534314841987912,0.6502380696490948,0.6209600705629785,atrial_fibrillation
cci,-0.022419242832841496,0.9778302008018336,0.04054337169731353,-0.10188279117139658,0.057044305505713586,0.9031354009079336,1.0587027157156306,0.0,-0.5529693731497677,0.580284382199167,0.7851679942349689,atrial_fibrillation
hypertension,-0.006803079822660939,0.993220008737434,0.0796746367847667,-0.16296249840211383,0.14935633875679197,0.849623050039133,1.1610866556774226,0.0,-0.08538576512170112,0.9319547096189144,0.10166824923081304,atrial_fibrillation
obesity,0.004748867103076457,1.0047601608428705,0.08517764064581587,-0.16219624085081769,0.1716939750569706,0.8502743296090582,1.1873144297807527,0.0,0.05575250813559288,0.955538969074371,0.06561338406670576,atrial_fibrillation
ckd,0.005909507254040302,1.0059270028384824,0.10710358521350087,-0.20400966237953808,0.21582867688761867,0.8154544919184297,1.2408897676914532,0.0,0.055175625001350405,0.9559985477778751,0.0649196682244862,atrial_fibrillation
heart_failure,-0.05759722143384196,0.944030105964296,0.1304964473604751,-0.31336555837080016,0.19817111550311625,0.7309826468957737,1.2191709950318828,0.0,-0.44137003419517656,0.6589451323059828,0.6017697520296471,atrial_fibrillation
hyperlipidemia,0.0033013254594215975,1.0033067808359888,0.08161505149950683,-0.15666123607599353,0.16326388699483674,0.8549936507673976,1.177347335349194,0.0,0.04044995866285211,0.9677344015617917,0.04731694627916527,atrial_fibrillation
neuropathy,-0.06990234740211328,0.9324848750305279,0.09730632203941537,-0.2606192340674235,0.12081453926319695,0.770574272193572,1.1284156161682357,0.0,-0.7183741604558673,0.4725266147589047,1.081532504391063,atrial_fibrillation
retinopathy,0.08391726398216082,1.087538911447708,0.114665186623197,-0.14082237207986928,0.3086569000441909,0.8686435933497193,1.361595127124468,0.0,0.731846050692985,0.4642625378469617,1.1069872228626119,atrial_fibrillation
depression,-0.014263285790798039,0.9858379529659661,0.11392226283701308,-0.23754681798864952,0.20902024640705347,0.7885599713250444,1.2324699513659678,0.0,-0.1252019178306203,0.9003636989841202,0.15142020374537396,atrial_fibrillation
sleep_apnea,0.03802674739353998,1.0387590166031353,0.11699545995421756,-0.1912801404714246,0.26733363525850456,0.8259011873923622,1.3064762601699722,0.0,0.3250275472947457,0.7451602229014671,0.4243774304768705,atrial_fibrillation
nafld,0.03255563784885275,1.0330913705265232,0.09224625160087971,-0.1482436929976918,0.21335496869539727,0.8622209721245491,1.237823962025132,0.0,0.3529209836049564,0.7241476791411495,0.4656441513933765,atrial_fibrillation
pvd,-0.06939225365502999,0.9329606510694057,0.16119036102028586,-0.38531955590979927,0.2465350485997393,0.680233228921203,1.279584030060191,0.0,-0.4304987793054012,0.6668328544777891,0.5846029080427907,atrial_fibrillation
stroke,-0.07516937843476448,0.9275863598962658,0.16682980535142963,-0.40214978847139415,0.25181103160186513,0.668880547591505,1.286352934262746,0.0,-0.45057523310309566,0.6522957201904969,0.6164019320724214,atrial_fibrillation
mi,0.013290308756743405,1.0133790174632376,0.15762278838116753,-0.2956446796131234,0.32222529712661024,0.7440517578149592,1.3801956950555976,0.0,0.08431717832959809,0.9328042547050526,0.10035372591597601,atrial_fibrillation
drug_class_num,0.0986906644577561,1.1037248254292,0.047715430220686215,0.005170139718377029,0.19221118919713515,1.0051835279538024,1.2119264357112567,0.0,2.068317607141063,0.03861016716859459,4.694875389113697,sleep_apnea
age_at_index,-0.001809830651578866,0.9981918061043489,0.002842195777811793,-0.007380432013101786,0.0037607707099440537,0.9926467364957163,1.0037678512814634,0.0,-0.6367719865421287,0.524273375745262,0.9316088117749769,sleep_apnea
cci,0.027405785619368503,1.0277847784392977,0.04003085718242075,-0.0510532527284427,0.10586482396717971,0.9502280669478416,1.1116715949935199,0.0,0.6846165070730373,0.49358594781757326,1.0186267727308258,sleep_apnea
hypertension,0.004576387602009732,1.004586875256172,0.07682459646602587,-0.14599705459822407,0.15514982980224354,0.8641602484800248,1.1678329241735392,0.0,0.05956930218349468,0.9524986682431628,0.0702110194156052,sleep_apnea
obesity,-0.015237874750000205,0.9848776342154799,0.08244620695273566,-0.17682947103929791,0.1463537215392975,0.8379226624210093,1.1576055856698122,0.0,-0.18482202290683541,0.8533686336560815,0.22875901094835252,sleep_apnea
ckd,0.03525368625566439,1.035882464613201,0.10387261117471562,-0.16833289062691098,0.23884026313823975,0.8450724711509088,1.2697756903993376,0.0,0.33939347299517725,0.7343133349134421,0.4455322957605366,sleep_apnea
heart_failure,0.08405045408138358,1.0876837705099147,0.12231719475863953,-0.15568684233552138,0.3237877504982885,0.8558271572446486,1.3823538720593251,0.0,0.6871515836120572,0.49198721092837716,1.0233072812944255,sleep_apnea
hyperlipidemia,0.008715326825800992,1.008753415859021,0.07906847778521923,-0.14625604194563407,0.16368669559723603,0.8639364708885671,1.1778452331809173,0.0,0.11022504884279186,0.9122308972054554,0.1325290598701657,sleep_apnea
neuropathy,0.0626048024305724,1.064606026370653,0.09372635650860076,-0.12109548072844636,0.24630508558959116,0.885949364463652,1.2792898068964198,0.0,0.6679530151673772,0.5041635846858594,0.9880361775842059,sleep_apnea
retinopathy,0.033412092922743476,1.0339765458749552,0.11015604202105209,-0.1824897821179994,0.24931396796348634,0.8331931573542014,1.2831448362039437,0.0,0.30331602615458936,0.7616490340203443,0.39280173433391213,sleep_apnea
depression,0.01936777334063076,1.0195565453913233,0.10984863846900643,-0.19593160180938296,0.23466714849064446,0.8220684607505624,1.2644878120019498,0.0,0.17631327625508383,0.8600478324767835,0.21751119581908526,sleep_apnea
atrial_fibrillation,-0.04390742293605017,0.9570425535616843,0.1405812111592777,-0.31944153371125483,0.23162668783915452,0.7265546800899334,1.2606490253624063,0.0,-0.3123278180204559,0.7547914009867267,0.40585010785847986,sleep_apnea
nafld,0.0865219556050703,1.0903753073045999,0.08903834061876117,-0.08798998525091141,0.261033896461052,0.9157700478846545,1.2982716715030087,0.0,0.9717381860869871,0.3311808144759396,1.5943089959092143,sleep_apnea
pvd,-0.002964684626766712,0.9970397057109741,0.15493450337768536,-0.30663073120962936,0.300701361956096,0.7359223038774119,1.3508058792709434,0.0,-0.019135083290903066,0.9847333441294651,0.022194984718557773,sleep_apnea
stroke,0.03206689261856621,1.0325865754148782,0.155037958163235,-0.2718019216180021,0.3359357068551345,0.7620051828958726,1.3992490597963902,0.0,0.20683252668229737,0.8361406527539543,0.25818244688445363,sleep_apnea
mi,-0.030390321199668138,0.9700668219980224,0.15189740958638845,-0.3281037733339186,0.2673231309345824,0.7202882691117412,1.3064625365922173,0.0,-0.20007135923133884,0.8414247725079627,0.2490938015628302,sleep_apnea
drug_class_num,0.04487613590290417,1.0458983026362252,0.04448135310321118,-0.0423057141629987,0.13205798596880705,0.9585766853040621,1.1411744894570943,0.0,1.008875242593834,0.31303446986900335,1.6756065662566826,nafld
age_at_index,-0.0014977514874068296,0.9985033695825876,0.0026291693458806733,-0.006650828714589682,0.0036553257397760226,0.9933712390965256,1.0036620145904007,0.0,-0.569667180150824,0.5689034541071323,0.8137442544802771,nafld
cci,-0.0014329415282920129,0.9985680846422138,0.04057591121325889,-0.08096026614617437,0.07809438308959034,0.9222303344819226,1.081224703182397,0.0,-0.03531507945097667,0.9718284991681352,0.04122635433824699,nafld
hypertension,0.10830672878200248,1.114389508306085,0.07088713580867431,-0.030629504370198762,0.24724296193420373,0.9698348260857752,1.2804901853595054,0.0,1.527875651152338,0.12654341467824154,2.982295663363264,nafld
obesity,0.017824958073695926,1.0179847707782967,0.07587983860237442,-0.13089679273967003,0.1665467088870619,0.8773083143063591,1.1812187079930765,0.0,0.2349103319407713,0.8142783302096201,0.2964060854342336,nafld
ckd,-0.12561155622951323,0.8819573711000294,0.10382095164692398,-0.32909688229815864,0.07787376983913219,0.7195732994549994,1.080986196995932,0.0,-1.2098863884112245,0.22632249095850204,2.1435481343126455,nafld
heart_failure,0.05603184886622799,1.0576313675601565,0.11622386046437692,-0.17176273178815948,0.28382642952061543,0.8421789717633149,1.3282023740216737,0.0,0.48210280266333067,0.6297329189854488,0.6671880093755478,nafld
hyperlipidemia,-0.018834014998752424,0.9813422368174662,0.07291549364103465,-0.16174575645013967,0.12407772645263482,0.8506574512195196,1.1321038619967239,0.0,-0.25829921815345436,0.796175989621321,0.32884073033647343,nafld
neuropathy,0.1470228576696875,1.1583804406047302,0.08659595638127321,-0.022702098044409452,0.31674781338378444,0.9775536555464854,1.3726563627092898,0.0,1.697802805276043,0.08954498628234725,3.4812435333098795,nafld
retinopathy,-0.0025935619176493657,0.9974097984583188,0.10368419105068434,-0.20581084214316087,0.20062371830786213,0.8139870337641297,1.2221648070489246,0.0,-0.025014053650488963,0.9800437539243201,0.029081935291615135,nafld
depression,0.031661706096114114,1.0321682700028358,0.1010228821976766,-0.16633950462576463,0.22966291681799283,0.8467587068858425,1.2581758285294813,0.0,0.313411233250701,0.7539682509290628,0.4074243209843673,nafld
atrial_fibrillation,-0.02075018399116948,0.9794636197010713,0.12654606662258028,-0.26877591695663305,0.22727554897429408,0.764314506380969,1.2551756826655622,0.0,-0.16397336199359133,0.86975211399962,0.20132381445632516,nafld
sleep_apnea,0.043788435297946356,1.0447612968927396,0.1043886543127135,-0.1608095675495739,0.2483864381454666,0.8514542001791087,1.2819552328890853,0.0,0.4194750433966784,0.6748689900625993,0.5673206308446005,nafld
pvd,0.012798648669295126,1.012880901908696,0.14646325481733868,-0.2742640558312012,0.2998613531697915,0.7601313316476874,1.349671666904634,0.0,0.08738470741522801,0.9303657245912579,0.10413014712295816,nafld
stroke,0.012059563590846782,1.0121325733211606,0.14743810250899245,-0.27691380727570303,0.30103293445739654,0.7581198387087246,1.3512538436173303,0.0,0.08179407755272253,0.9348104657229993,0.09725420890296323,nafld
mi,0.04008243242291075,1.0408965742826026,0.1388078248967396,-0.23197590514704108,0.3121407699928626,0.7929652294571081,1.3663470201524932,0.0,0.2887620525192181,0.7727634732794434,0.3719011919197028,nafld
drug_class_num,-0.010480625697115444,0.9895741046906064,0.051740260323417005,-0.1118896724817395,0.09092842108750862,0.8941429006259279,1.0951906098999442,0.0,-0.2025622915618003,0.8394771659013391,0.25243701104599003,pvd
age_at_index,-0.0009713086069650558,0.9990291629605483,0.003054802733832036,-0.006958611945150343,0.005015994731220231,0.9930655431338691,1.005028595893103,0.0,-0.31796115546440445,0.7505144024137181,0.4140483373765373,pvd
cci,0.0053278802369457765,1.0053420986309403,0.04254660178236425,-0.07806192692105583,0.08871768739494738,0.9249071481180738,1.0927721094340979,0.0,0.125224577610196,0.9003457602732405,0.1514489480706662,pvd
hypertension,-0.04307509557319696,0.9578394578630506,0.08244306290527145,-0.20466052964269912,0.11851033849630518,0.8149239119723317,1.1258185133123597,0.0,-0.5224829604243478,0.6013341073690726,0.7337613050932662,pvd
obesity,-0.08024565139472595,0.922889609418918,0.08839411989279417,-0.2534949428297181,0.09300364004026615,0.7760836697024834,1.0974657300802595,0.0,-0.9078166227804427,0.3639751144572544,1.4580882803876412,pvd
ckd,0.03680527275221872,1.037490973404876,0.11000926649129861,-0.17880892753639555,0.252419473040833,0.8362656714746036,1.2871358428459487,0.0,0.3345652046060129,0.737953096352389,0.43839897211146167,pvd
heart_failure,0.04912345233111415,1.05035001089377,0.13388332016770277,-0.21328303332822834,0.31152993799045664,0.8079274344620214,1.3655126665170854,0.0,0.36691241500122584,0.7136843505264662,0.48664195707514074,pvd
hyperlipidemia,0.02656722388880373,1.0269232787176732,0.0843921947165879,-0.138838438332,0.19197288610960744,0.8703686353081025,1.2116376643086955,0.0,0.3148066474396565,0.7529084642498185,0.4094536167100673,pvd
neuropathy,-0.030920196413041303,0.9695529437914155,0.09998632818389241,-0.2268897985998726,0.16504940577379,0.7970086089153584,1.1794513889804552,0.0,-0.3092442434346987,0.7571357407579751,0.40137612233459596,pvd
retinopathy,0.040716232271998144,1.0415565034837213,0.11878275092841481,-0.19209368153228656,0.27352614607628284,0.8252295561010636,1.3145917301783816,0.0,0.34277899740288087,0.7317647274153855,0.4505482184414729,pvd
depression,0.07243203754380678,1.075119735829217,0.11737603934784827,-0.15762077222593207,0.30248484731354564,0.8541736469260981,1.3532171713903167,0.0,0.6170938970700123,0.5371727938856575,0.8965418562429578,pvd
atrial_fibrillation,-0.017888710413576443,0.9822703427358337,0.1478333233349118,-0.3076366998648683,0.27185927903771545,0.7351823613489152,1.3124023058007712,0.0,-0.12100594108305422,0.9036863294728806,0.14610599640824223,pvd
sleep_apnea,0.10591386842006673,1.1117261176556927,0.1202815993761087,-0.12983373435998177,0.34166147120011525,0.8782414401572036,1.4072838107668537,0.0,0.8805492192441214,0.3785618540445159,1.4013990503365663,pvd
nafld,0.014428970740962542,1.014533570824294,0.09603211647062389,-0.173790518900616,0.2026484603825411,0.8404729424147427,1.2246418824290735,0.0,0.15025151242372492,0.8805661860994334,0.18349664929900783,pvd
stroke,0.00034944594715248425,1.0003495070105,0.16917987996475028,-0.3312370256925676,0.3319359175868725,0.7180349561361854,1.3936635363283814,0.0,0.0020655289933134693,0.9983519474782225,0.002379598591064366,pvd
mi,-0.07196859218141521,0.9305601222157354,0.16267380273421903,-0.3908033867686579,0.24686620240582746,0.6765131544015742,1.280007839351112,0.0,-0.44241046174471926,0.6581922099358157,0.6034191434075898,pvd
drug_class_num,-0.006499546206684385,0.9935215301567747,0.0518333568621366,-0.10809105885428419,0.09509196644091542,0.8975458632112532,1.0997599914877345,0.0,-0.125393117485551,0.9002123365619703,0.151662759252074,stroke
age_at_index,0.0008232618983642504,1.0008236008714557,0.003035868549734464,-0.0051269311209131445,0.006773454917641646,0.9948861891586132,1.006796446645231,0.0,0.2711783744511132,0.7862538447086349,0.34693292823277133,stroke
cci,-0.0030883381697209395,0.9969164258410503,0.04210867989320459,-0.08561983419692787,0.07944315785748599,0.9179431354844899,1.0826840157011959,0.0,-0.07334208000710393,0.9415339068416377,0.08691504428422595,stroke
hypertension,0.001416195078890988,1.0014171983566982,0.08223584529860767,-0.15976309994458757,0.16259549010236954,0.852345685790777,1.1765606629828618,0.0,0.01722114089967244,0.9862601966903941,0.019959784031360304,stroke
obesity,0.006230740850728499,1.0062501922944864,0.08797529097487321,-0.16619766098945465,0.17865914269091165,0.8468788227385375,1.19561314122658,0.0,0.07082375950888384,0.9435380219506388,0.08384743930394846,stroke
ckd,0.02266407428501872,1.022922855732651,0.10920039272862109,-0.19136476256070822,0.23669291113074564,0.8258313008653567,1.267051960471576,0.0,0.20754572139078523,0.8355836894105046,0.25914376360757085,stroke
heart_failure,-0.08206618901402513,0.9212109826317486,0.13322070026214178,-0.34317396352302876,0.1790415854949785,0.7095147711342268,1.19607048231672,0.0,-0.6160167965829739,0.5378834341504507,0.8946345377074916,stroke
hyperlipidemia,-0.014396483563164178,0.985706650291523,0.08422114654826829,-0.1794668975344399,0.15067393040811156,0.83571561473264,1.1626175020551366,0.0,-0.170936684588037,0.8642735510233539,0.21044008314349064,stroke
neuropathy,-0.009179544377716273,0.990862459017509,0.10026551289887418,-0.20569633855094588,0.18733724979551336,0.8140802435398373,1.2060339511754525,0.0,-0.09155236045094169,0.9270537032625152,0.10927517978372649,stroke
retinopathy,-0.002464173140480743,0.9975388604418834,0.11887089122109967,-0.2354468387440146,0.2305184924630531,0.790217670856089,1.2592527537553784,0.0,-0.020729828094729976,0.9834611747501772,0.024059996222917646,stroke
depression,0.022325967309152858,1.0225770568411583,0.11664696404461926,-0.20629788112423952,0.2509498157425452,0.8135906868746213,1.2852455836174876,0.0,0.19139775725849867,0.8482139770352695,0.23749983874701316,stroke
atrial_fibrillation,0.01350675445571534,1.013598382732474,0.14906790313446724,-0.27866096693874587,0.3056744758501766,0.75679643873895,1.3575403224542293,0.0,0.09060806633559153,0.9278040222917248,0.1081079941967619,stroke
sleep_apnea,-0.017760509402125885,0.982396278859687,0.12047902125970897,-0.253895051963791,0.21837403315953918,0.7757732136497234,1.2440522974193877,0.0,-0.14741578422886326,0.8828038476173472,0.17983517740580116,stroke
nafld,0.041327814647719646,1.0421936959125389,0.09572728293015567,-0.14629421223326136,0.22894984152870065,0.8639034948143387,1.2572789742368917,0.0,0.4317245134584375,0.665941648815568,0.5865323239758774,stroke
pvd,-0.09562239284366719,0.9088071233582516,0.16721350508792568,-0.4233548405447066,0.23211005485737224,0.6548462258889987,1.2612585288178815,0.0,-0.5718580732661885,0.5674181303000165,0.8175158461502412,stroke
mi,0.08727989538345256,1.0912020593979421,0.16022792795496024,-0.22676107272574803,0.4013208634926531,0.7971112111488651,1.4937964963736232,0.0,0.5447233606365225,0.5859437956268548,0.7711658084978709,stroke
drug_class_num,0.02426982904892586,1.024566738464395,0.05101854866186145,-0.07572468887182676,0.12426434696967847,0.9270714045026243,1.132315155520037,0.0,0.47570598704758127,0.6342838550042208,0.6567994744598922,mi
age_at_index,0.002581845440415412,1.0025851812736053,0.0030271485283257446,-0.0033512566509564753,0.0085149475317873,0.9966543525419159,1.0085513028120283,0.0,0.8528968487196693,0.39371650940294634,1.344770885732089,mi
cci,0.02611540583438779,1.0264594010418944,0.041824925166353666,-0.055859941147748324,0.1080907528165239,0.9456715762910369,1.1141488529449322,0.0,0.6243981484848298,0.5323661407277642,0.9095092782535069,mi
hypertension,0.04060553544578125,1.0414412128657304,0.08162093019553099,-0.11936854812211728,0.20057961901367977,0.8874806611512256,1.2221109116319429,0.0,0.49748925120684956,0.6188440809310463,0.6923521297171201,mi
obesity,0.007100314395367137,1.007125581393433,0.08724509696578817,-0.16389693348528242,0.17809756227601667,0.8488295032704198,1.1949418967991792,0.0,0.08138353491831658,0.9351369429041269,0.09675044391707231,mi
ckd,0.042054655765349815,1.0429514805044016,0.1080587764550083,-0.16973665429993123,0.25384596583063085,0.8438870213551833,1.2889732430527583,0.0,0.38918315702806267,0.6971406620024396,0.5204783169871193,mi
heart_failure,0.08660778845599353,1.0904689013424662,0.1307098495499911,-0.16957880908663803,0.3427943859986251,0.8440202353953872,1.4088790468844536,0.0,0.6625957321056333,0.5075895043123901,0.9782658567426512,mi
hyperlipidemia,0.01647483645523355,1.0166112949203618,0.08370701877426336,-0.14758790559554077,0.18053757850600785,0.8627865912186062,1.197861134466559,0.0,0.196815472543133,0.8439719425997875,0.24473305679018478,mi
neuropathy,0.08959535362140858,1.0937316196110125,0.09889152720945037,-0.10422847808527694,0.28341918532809407,0.901019410712043,1.3276615814431527,0.0,0.9059962582198506,0.3649378329491465,1.4542773726336375,mi
retinopathy,-0.026876213873143547,0.9734817376001746,0.11823767105406816,-0.2586177907550112,0.2048653630087241,0.7721180773212504,1.2273598058069626,0.0,-0.2273066919666702,0.8201852698591305,0.28597826111251934,mi
depression,0.04671786759971545,1.0478263416120903,0.1167140775380458,-0.18203752086366964,0.2754732560631005,0.8335700635602578,1.3171538784475654,0.0,0.4002762013390083,0.6889530946075032,0.537522330362235,mi
atrial_fibrillation,-0.0971992517276402,0.9073751920454782,0.14881586726013354,-0.3888729918855953,0.1944744884303149,0.6778203532321909,1.2146724942877785,0.0,-0.6531511290911854,0.5136588529003991,0.9611175849442252,mi
sleep_apnea,0.005626392549778326,1.0056422504232645,0.11982715494338066,-0.22923051550914847,0.2404833006087051,0.7951452190724745,1.271863694302349,0.0,0.046954236311767934,0.9625497014020512,0.055067058488554525,mi
nafld,-0.07904354089187426,0.923999691798538,0.09533895996914554,-0.2659044687549055,0.10781738697115695,0.7665123498826154,1.11384432432764,0.0,-0.8290791185204354,0.4070596388360199,1.2966879137872438,mi
pvd,-0.07037730311270056,0.9320420911737803,0.1648824260952428,-0.39354091994296364,0.2527863137175625,0.6746637098114969,1.287608103246448,0.0,-0.4268332579728525,0.6695007807247636,0.5788423569672193,mi
stroke,-0.08946708964808356,0.9144183584590865,0.16787771090957365,-0.4185013568378748,0.23956717754170773,0.6580322367485117,1.270699044196791,0.0,-0.5329301261218321,0.5940819500582589,0.7512661389660564,mi
